Source Name	Material Type	Characteristics [BioSourceType]	Characteristics [CellLine]	Characteristics [CellType]	Characteristics [DevelopmentalStage]	Characteristics [DiseaseStage]	Characteristics [DiseaseState]	Characteristics [OrganismPart]	Characteristics [Organism]	Characteristics [Sex]	Labeled Extract Name	Material Type	Label	Hybridization Name	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Comment[Normalization Type]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value [CELLLINE]	Factor Value [CELLTYPE]	Factor Value [DEVELOPMENTALSTAGE]	Factor Value [DISEASESTAGE]	Factor Value [DISEASESTATE]	Factor Value [ORGANISMPART]
GSM71031.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4509 biotin	synthetic_DNA	biotin	Hyb_4509	A-AFFY-33	GSM71031.CEL	GSM71031.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71032.CEL	organism_part	biopsy	  	  	  	  	"carcinoma in situ, bladder tumor"	  	Homo sapiens	  	Labeled4510 biotin	synthetic_DNA	biotin	Hyb_4510	A-AFFY-33	GSM71032.CEL	GSM71032.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"carcinoma in situ, bladder tumor"	    
GSM71033.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4511 biotin	synthetic_DNA	biotin	Hyb_4511	A-AFFY-33	GSM71033.CEL	GSM71033.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71034.CEL	organism_part	biopsy	  	  	  	  	"carcinoma in situ, bladder tumor"	  	Homo sapiens	  	Labeled4512 biotin	synthetic_DNA	biotin	Hyb_4512	A-AFFY-33	GSM71034.CEL	GSM71034.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"carcinoma in situ, bladder tumor"	    
GSM71035.CEL	organism_part	biopsy	  	  	  	  	"carcinoma in situ, bladder tumor"	  	Homo sapiens	  	Labeled4513 biotin	synthetic_DNA	biotin	Hyb_4513	A-AFFY-33	GSM71035.CEL	GSM71035.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"carcinoma in situ, bladder tumor"	    
GSM71036.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4514 biotin	synthetic_DNA	biotin	Hyb_4514	A-AFFY-33	GSM71036.CEL	GSM71036.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71037.CEL	organism_part	biopsy	  	  	  	  	"t3b, bladder tumor"	  	Homo sapiens	  	Labeled4515 biotin	synthetic_DNA	biotin	Hyb_4515	A-AFFY-33	GSM71037.CEL	GSM71037.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"t3b, bladder tumor"	    
GSM71038.CEL	organism_part	biopsy	  	  	  	  	"carcinoma in situ, bladder tumor"	  	Homo sapiens	  	Labeled4516 biotin	synthetic_DNA	biotin	Hyb_4516	A-AFFY-33	GSM71038.CEL	GSM71038.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"carcinoma in situ, bladder tumor"	    
GSM71039.CEL	organism_part	biopsy	  	  	  	  	t4b	bladder	Homo sapiens	  	Labeled4517 biotin	synthetic_DNA	biotin	Hyb_4517	A-AFFY-33	GSM71039.CEL	GSM71039.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	t4b	bladder
GSM71040.CEL	organism_part	biopsy	  	  	  	  	"t4b, bladder tumor"	  	Homo sapiens	  	Labeled4518 biotin	synthetic_DNA	biotin	Hyb_4518	A-AFFY-33	GSM71040.CEL	GSM71040.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"t4b, bladder tumor"	    
GSM71041.CEL	organism_part	biopsy	  	  	  	  	"t3a, bladder tumor"	  	Homo sapiens	  	Labeled4519 biotin	synthetic_DNA	biotin	Hyb_4519	A-AFFY-33	GSM71041.CEL	GSM71041.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"t3a, bladder tumor"	    
GSM71042.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4520 biotin	synthetic_DNA	biotin	Hyb_4520	A-AFFY-33	GSM71042.CEL	GSM71042.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71043.CEL	organism_part	biopsy	  	  	  	  	"carcinoma in situ, bladder tumor"	  	Homo sapiens	  	Labeled4521 biotin	synthetic_DNA	biotin	Hyb_4521	A-AFFY-33	GSM71043.CEL	GSM71043.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"carcinoma in situ, bladder tumor"	    
GSM71044.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4522 biotin	synthetic_DNA	biotin	Hyb_4522	A-AFFY-33	GSM71044.CEL	GSM71044.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71045.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4523 biotin	synthetic_DNA	biotin	Hyb_4523	A-AFFY-33	GSM71045.CEL	GSM71045.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71046.CEL	organism_part	biopsy	  	  	  	  	"carcinoma in situ, bladder tumor"	  	Homo sapiens	  	Labeled4524 biotin	synthetic_DNA	biotin	Hyb_4524	A-AFFY-33	GSM71046.CEL	GSM71046.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"carcinoma in situ, bladder tumor"	    
GSM71047.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4525 biotin	synthetic_DNA	biotin	Hyb_4525	A-AFFY-33	GSM71047.CEL	GSM71047.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71048.CEL	organism_part	biopsy	  	  	  	  	"t4a, bladder tumor"	  	Homo sapiens	  	Labeled4526 biotin	synthetic_DNA	biotin	Hyb_4526	A-AFFY-33	GSM71048.CEL	GSM71048.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"t4a, bladder tumor"	    
GSM71049.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4527 biotin	synthetic_DNA	biotin	Hyb_4527	A-AFFY-33	GSM71049.CEL	GSM71049.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71050.CEL	organism_part	biopsy	  	  	  	  	"t3a, bladder tumor"	  	Homo sapiens	  	Labeled4528 biotin	synthetic_DNA	biotin	Hyb_4528	A-AFFY-33	GSM71050.CEL	GSM71050.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"t3a, bladder tumor"	    
GSM71051.CEL	organism_part	biopsy	  	  	  	  	"t3b, bladder tumor"	  	Homo sapiens	  	Labeled4529 biotin	synthetic_DNA	biotin	Hyb_4529	A-AFFY-33	GSM71051.CEL	GSM71051.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"t3b, bladder tumor"	    
GSM71052.CEL	organism_part	biopsy	  	  	  	  	"t4b, bladder tumor"	  	Homo sapiens	  	Labeled4530 biotin	synthetic_DNA	biotin	Hyb_4530	A-AFFY-33	GSM71052.CEL	GSM71052.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"t4b, bladder tumor"	    
GSM71053.CEL	organism_part	biopsy	  	  	  	  	"carcinoma in situ, bladder tumor"	  	Homo sapiens	  	Labeled4531 biotin	synthetic_DNA	biotin	Hyb_4531	A-AFFY-33	GSM71053.CEL	GSM71053.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"carcinoma in situ, bladder tumor"	    
GSM71054.CEL	organism_part	biopsy	  	  	  	  	"t4b, bladder tumor"	  	Homo sapiens	  	Labeled4532 biotin	synthetic_DNA	biotin	Hyb_4532	A-AFFY-33	GSM71054.CEL	GSM71054.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"t4b, bladder tumor"	    
GSM71055.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4533 biotin	synthetic_DNA	biotin	Hyb_4533	A-AFFY-33	GSM71055.CEL	GSM71055.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71056.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4534 biotin	synthetic_DNA	biotin	Hyb_4534	A-AFFY-33	GSM71056.CEL	GSM71056.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71057.CEL	organism_part	biopsy	  	  	  	  	"t3b, bladder tumor"	  	Homo sapiens	  	Labeled4535 biotin	synthetic_DNA	biotin	Hyb_4535	A-AFFY-33	GSM71057.CEL	GSM71057.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"t3b, bladder tumor"	    
GSM71058.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4536 biotin	synthetic_DNA	biotin	Hyb_4536	A-AFFY-33	GSM71058.CEL	GSM71058.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71059.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4537 biotin	synthetic_DNA	biotin	Hyb_4537	A-AFFY-33	GSM71059.CEL	GSM71059.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71060.CEL	organism_part	biopsy	  	  	  	  	"t3b, bladder tumor"	  	Homo sapiens	  	Labeled4538 biotin	synthetic_DNA	biotin	Hyb_4538	A-AFFY-33	GSM71060.CEL	GSM71060.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"t3b, bladder tumor"	    
GSM71061.CEL	organism_part	biopsy	  	  	  	  	"carcinoma in situ, bladder tumor"	  	Homo sapiens	  	Labeled4539 biotin	synthetic_DNA	biotin	Hyb_4539	A-AFFY-33	GSM71061.CEL	GSM71061.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"carcinoma in situ, bladder tumor"	    
GSM71062.CEL	organism_part	biopsy	  	  	  	  	"carcinoma in situ, bladder tumor"	  	Homo sapiens	  	Labeled4540 biotin	synthetic_DNA	biotin	Hyb_4540	A-AFFY-33	GSM71062.CEL	GSM71062.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"carcinoma in situ, bladder tumor"	    
GSM71063.CEL	organism_part	biopsy	  	  	  	  	"carcinoma in situ, bladder tumor"	  	Homo sapiens	  	Labeled4541 biotin	synthetic_DNA	biotin	Hyb_4541	A-AFFY-33	GSM71063.CEL	GSM71063.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"carcinoma in situ, bladder tumor"	    
GSM71064.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4542 biotin	synthetic_DNA	biotin	Hyb_4542	A-AFFY-33	GSM71064.CEL	GSM71064.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71065.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4543 biotin	synthetic_DNA	biotin	Hyb_4543	A-AFFY-33	GSM71065.CEL	GSM71065.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71066.CEL	organism_part	biopsy	  	  	  	  	"t4a, bladder tumor"	  	Homo sapiens	  	Labeled4544 biotin	synthetic_DNA	biotin	Hyb_4544	A-AFFY-33	GSM71066.CEL	GSM71066.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"t4a, bladder tumor"	    
GSM71067.CEL	organism_part	biopsy	  	  	  	  	bladder tumor	  	Homo sapiens	  	Labeled4545 biotin	synthetic_DNA	biotin	Hyb_4545	A-AFFY-33	GSM71067.CEL	GSM71067.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	bladder tumor	    
GSM71068.CEL	organism_part	biopsy	  	  	  	  	"carcinoma in situ, bladder tumor"	  	Homo sapiens	  	Labeled4546 biotin	synthetic_DNA	biotin	Hyb_4546	A-AFFY-33	GSM71068.CEL	GSM71068.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	"carcinoma in situ, bladder tumor"	    
GSM71069.CEL	organism_part	biopsy	  	  	  	  	  	bladder mucosa	Homo sapiens	  	Labeled4547 biotin	synthetic_DNA	biotin	Hyb_4547	A-AFFY-33	GSM71069.CEL	GSM71069.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	bladder mucosa
GSM71070.CEL	organism_part	biopsy	  	  	  	  	carcinoma in situ	  	Homo sapiens	  	Labeled4548 biotin	synthetic_DNA	biotin	Hyb_4548	A-AFFY-33	GSM71070.CEL	GSM71070.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	carcinoma in situ	    
GSM71071.CEL	organism_part	biopsy	  	  	  	  	  	bladder mucosa	Homo sapiens	  	Labeled4549 biotin	synthetic_DNA	biotin	Hyb_4549	A-AFFY-33	GSM71071.CEL	GSM71071.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	bladder mucosa
GSM71072.CEL	organism_part	biopsy	  	  	  	  	carcinoma in situ	  	Homo sapiens	  	Labeled4550 biotin	synthetic_DNA	biotin	Hyb_4550	A-AFFY-33	GSM71072.CEL	GSM71072.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	carcinoma in situ	    
GSM71073.CEL	organism_part	biopsy	  	  	  	  	  	bladder mucosa	Homo sapiens	  	Labeled4551 biotin	synthetic_DNA	biotin	Hyb_4551	A-AFFY-33	GSM71073.CEL	GSM71073.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	bladder mucosa
GSM71074.CEL	organism_part	biopsy	  	  	  	  	carcinoma in situ	  	Homo sapiens	  	Labeled4552 biotin	synthetic_DNA	biotin	Hyb_4552	A-AFFY-33	GSM71074.CEL	GSM71074.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	carcinoma in situ	    
GSM71075.CEL	organism_part	biopsy	  	  	  	  	  	bladder mucosa	Homo sapiens	  	Labeled4553 biotin	synthetic_DNA	biotin	Hyb_4553	A-AFFY-33	GSM71075.CEL	GSM71075.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.121.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	bladder mucosa
